title_xpa,extenses_xpa,meaning_xpa
 ～から(kara) reason【JLPT N5 Grammar】,テストのがかったです、しいです,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,もう10だります,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,だ、がけます,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,コーヒーをんだ、くありません,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,バスにった、すぐにられました,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,たくさんた、はです,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,、くありませんでした、コートをませんでした,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,はだ、おはいていませんよ,because; since / 因为; 由于
 ～から(kara) reason【JLPT N5 Grammar】,おがいた、おごをべましょう,because; since / 因为; 由于
 ～から、～まで(kara made)【JLPT N5 Grammar】,、うちきます,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,うち、ぐらいです,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,フランス、で13ぐらいでした,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,ここ、ぐらいかかりますか,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,ここあのぎましょう,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,エレベーターにりましょう,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,きますよ,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,、しました,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,ごはんをべました,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,ました,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,は、にいました,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,は、だちとスカイプをします,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,、テストのをします,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,、でします,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,、にいます,from… to… / 从…到…
 ～から、～まで(kara made)【JLPT N5 Grammar】,スターバックスでだちとしました,from… to… / 从…到…
 急に（きゅうに）kyuni【JLPT N4 Grammar】,は、がりめました,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,、おがくなりましたから、にります,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,に、くなりました,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,がなくなりましたから、っています,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,パソコンのマウスがえなくなりました,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,iphoneのきがおそくなりましたから、再起動します,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,おばあさんがくなって、とてもしいです,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,おがになったので、にりました,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,から、くなりましたね,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,ストーブをいめましょう,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,から、がくなったので、にくつもりです,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,はまれませんから、にはしましょう,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,あのは、おしゃれになりました,suddenly
 急に（きゅうに）kyuni【JLPT N4 Grammar】,ができたかもしれません,suddenly
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,は3キロぐ,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,はをべるが、はできます,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,は、テニスをする,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,はをつく,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,はソファでる,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,はでトイレにく,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,もちょっといです,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,は、エレンさんにう,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,は、でしたから、バーベキューをする,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,このでは、タバコをうよ,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,のにきましょう,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,このウェブサイトでは、のをす,able to do; can / 能; 可以
 ～ことができる(koto ga dekiru)【JLPT N5 Grammar】,このは、どんなさいゴミでもする,able to do; can / 能; 可以
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,ヨガをする,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,、きられないので、はくる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,のために、でにる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,うちのは、しいアルバイトを100人する,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,はにらないで、にる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,はサークルのになる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,からタバコをわない,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,ダイエットのために、ポテトチップスをべない,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,あのアイデアはわない,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,れたから、はくる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,はラーメンがいていなかったから、にってごをべる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,私たちのは、アメリカにをる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,に、ジュースをむ,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,らないは、すぐにでべる,decide to; make up one’s mind to / 决定
 ～ことにする(koto ni suru)【JLPT N4 Grammar】,をるときは、をす,decide to; make up one’s mind to / 决定
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,このでは、にゴミをててはいけない,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,では、はをる,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,がにるときは、メガネをかけなくてはいけない,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,このでは、は、かにしなければいけない,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,には、のはれない,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,は、をってはいけない,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,えるゴミは、とにててもいい,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,このは、に、ごのにむ,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,このではまでがりられる,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,うちでは、ゲームはにまでしていい,It has been decided as a rule.
 〜ことになっている(kotoni natte iru)【JLPT N2 Grammar】,ので、くきたが、をりにく,It has been decided as a rule.
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,から、でける,かがそう
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,から、このではタバコをってはいけない,めました。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,に、しいにっす,が
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,バイトのが、からわるそうだ,めたことじゃありません。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,このに、をめてはいけない,かがそう
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,、のたちとマラソンをる,めました。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,がくなったので、するときにメガネをかける,が
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,、クラスのとごをべる,めたことじゃありません。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,は、がをする,かがそう
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,には、をってきてはいけない,めました。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,きなミュージシャンが、にる,が
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,はにかなくてもいい,めたことじゃありません。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,よかった,かがそう
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,でをしたら、するしまいました,めました。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,のクラスで、がをするしまいました,が
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,テストでは、をってもいい,めたことじゃありません。
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,V辞書形 ＋ has been decided / 决定かがそうめました,かがそう
 〜ことになる(koto ni naru)【JLPT N4 Grammar】,がめたことじゃありません,めました。
 ～さ（sa）nominalize【JLPT N3 Grammar】,このしいコートはとてもいい,nominalization of adjectives
 ～さ（sa）nominalize【JLPT N3 Grammar】,あたたかがのコートとう,nominalization of adjectives
 ～さ（sa）nominalize【JLPT N3 Grammar】,このは、のがきびしいです,nominalization of adjectives
 ～さ（sa）nominalize【JLPT N3 Grammar】,とてもいんですよ,nominalization of adjectives
 ～さ（sa）nominalize【JLPT N3 Grammar】,のは、ののをりません,nominalization of adjectives
 ～さ（sa）nominalize【JLPT N3 Grammar】,しくったは、がセンチある,nominalization of adjectives
